column,action,method,reason,source_label,source_url
WTVOC2PP_uvoc2_subsample_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq121___past_12_mo_how_often_drink_alcoholic_bev,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq130___avg_#_alcoholic_drinks/day___past_12_mos,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq142___#_days_have_4_or_5_drinks/past_12_mos,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq170___past_30_days_#_times_4_5_drinks_on_an_oc,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq270___#_times_4_5_drinks_in_2hrs/past_12_mos,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
alq280___#_times_8+_drinks_in_1_day/past_12_mos,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
bpd035___age_told_had_hypertension,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did040___age_when_first_told_you_had_diabetes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did060___how_long_taking_insulin,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did250___past_year_how_many_times_seen_doctor,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did260___how_often_check_blood_for_glucose/sugar,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did310d___what_does_dr_say_dbp_should_be,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did310s___what_does_dr_say_sbp_should_be,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did320___what_was_most_recent_ldl_number,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did330___what_does_dr_say_ldl_should_be,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did341___past_year_times_dr_check_feet_for_sores,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
did350___how_often_do_you_check_your_feet,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
diq280___what_was_your_last_a1c_level,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
diq300d___what_was_your_recent_dbp,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
diq300s___what_was_your_recent_sbp,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
fasting_hours_part,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
fasting_minutes_part,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
height_cm,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
hip_cm,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
income_poverty_ratio,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
insulin_uU_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
interview_weight,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
liver_cap_dbm,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
liver_stiffness_iqr_ratio,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
liver_stiffness_kpa,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
liver_valid_measures,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180b___age_when_told_you_had_chf,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180c___age_when_told_you_had_chd,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180d___age_when_told_you_had_angina,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180e___age_when_told_you_had_heart_attack,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180f___age_when_told_you_had_a_stroke,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180l___age_when_told_you_had_liver_condition,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcd180m___age_when_told_you_had_thyroid_problem,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcq025___age_when_first_had_asthma,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcq230a___what_kind_of_cancer_first_mention,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcq230b___what_kind_of_cancer_second_mention,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mcq570___age_when_1st_had_gallbladder_surgery?,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
mec_exam_weight,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
med_count,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
nan_count,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
ocq180___hours_worked_last_week_in_total_all_jobs,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad615___minutes_vigorous_intensity_work,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad630___minutes_moderate_intensity_work,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad645___minutes_walk/bicycle_for_transportation,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad660___minutes_vigorous_recreational_activities,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad675___minutes_moderate_recreational_activities,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pad680___minutes_sedentary_activity,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pulse_1,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pulse_2,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
pulse_3,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhd180___age_at_first_live_birth,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhd190___age_at_last_live_birth,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhq010___age_when_first_menstrual_period_occurred,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhq060___age_at_last_menstrual_period,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhq197___how_many_months_ago_have_baby?,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rhq332___age_when_both_ovaries_removed,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rxdcount___number_of_prescription_medicines_taken,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
rxddays___number_of_days_taken_medicine,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
sld012___sleep_hours___weekdays_or_workdays,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
sld013___sleep_hours___weekends,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
smd030___age_started_smoking_cigarettes_regularly,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
smd057___#_cigarettes_smoked_per_day_when_quit,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
smd641___#_days_smoked_cigs_during_past_30_days,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
smd650___avg_#_cigarettes/day_during_past_30_days,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
smq050q___how_long_since_quit_smoking_cigarettes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
transferrin_receptor_mg_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
uacr_mg_g,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
weight_kg,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd010___current_self_reported_height_(inches),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd020___current_self_reported_weight_(pounds),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd050___self_reported_weight___1_yr_ago_(pounds),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd110___self_reported_weight_10_yrs_ago_(pounds),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd120___self_reported_weight_age_25_(pounds),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd130___self_reported_height___age_25_(inches),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whd140___self_reported_greatest_weight_(pounds),zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
whq150___age_when_heaviest_weight,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
